station_1,station_2,dist
86118001,29276001,450.4896763237808
86118001,29277001,432.298407284956
86118001,29293001,396.9068442373148
86118001,35005001,235.92486754724123
86118001,35026001,296.476292173536
86118001,35057003,273.14689559594365
86118001,35110003,282.83914775884125
86118001,35162003,273.39482645767475
86118001,35202001,253.39404475313924
86118001,35228001,328.09552727348415
86118001,35238003,269.84504347030213
86118001,35281001,270.82037740409856
86118001,35294001,263.44529721693715
86118001,36018001,19.011311277891807
86118001,36018004,18.235254691247867
86118001,36034002,100.77467339724681
86118001,36035002,24.36754975679169
86118001,36063001,72.32795980617797
86118001,36089003,65.4311862664848
86118001,36093002,73.62762827933231
86118001,36103001,80.4706581896205
86118001,36107001,92.18722324303461
86118001,36127002,77.03174262107188
86118001,36128001,72.54250600000246
86118001,36136001,51.706631830164994
86118001,36147001,93.44995881495385
86118001,36173002,32.256970234100955
86118001,36219001,50.40672900252057
86118001,37003004,101.91535422891963
86118001,37023002,79.68854226447979
86118001,37055002,124.45827891273416
86118001,37067003,97.67715174516401
86118001,37072002,97.13250827456406
86118001,37107001,57.296403468541165
86118001,37109001,109.25184159756216
86118001,37113001,51.40512528253806
86118001,37119001,82.6277978035976
86118001,37122001,97.4035387574813
86118001,37129002,88.96802921716282
86118001,37170001,129.10350565478583
86118001,37179001,109.23769482556057
86118001,37192001,82.72308387225007
86118001,37213003,132.48655271497918
86118001,37213004,132.63116786061877
86118001,37216002,80.91149928453446
86118001,37240001,123.76420665619843
86118001,37241001,118.4180561532868
86118001,37242002,104.81043896382347
86118001,37253001,87.57885330884572
86118001,41018001,124.58379424079615
86118001,41050002,119.2558956353443
86118001,41053001,165.90692661651977
86118001,41097001,107.83191760049696
86118001,41152001,130.53735989996636
86118001,41173003,163.69761505576784
86118001,41281001,134.68812741729081
86118001,44020001,211.00160749893226
86118001,44067001,252.85980179220596
86118001,44069002,274.7612559498922
86118001,44103001,255.9656673220412
86118001,44109012,207.4660235908449
86118001,44110002,216.89622084978905
86118001,44117002,191.46408349266156
86118001,44120002,228.90059836394062
86118001,44181001,218.78713152985543
86118001,44184001,263.38450483242667
86118001,45055001,178.58760026968272
86118001,49007011,159.67896702271753
86118001,49008001,191.00333373819677
86118001,49020001,164.62712412023365
86118001,49022001,151.60442421100862
86118001,49027001,164.37750068404307
86118001,49099003,156.96936788678738
86118001,49138001,142.80001585407825
86118001,49173001,137.28484260231815
86118001,49188001,155.79651908398603
86118001,49191001,138.12367358968626
86118001,49248003,216.14904138237293
86118001,49276001,180.29128395774245
86118001,49328001,117.87422240399665
86118001,49331003,193.9602613478375
86118001,49373001,136.55689845883194
86118001,50020001,421.22866489018406
86118001,50082001,385.35619006047955
86118001,50111001,331.6339789199254
86118001,50129001,403.6633694005598
86118001,50139001,323.605868398076
86118001,50144001,300.4575597471097
86118001,50174001,316.54930915302054
86118001,50196001,394.92976396059106
86118001,50209001,397.0839664546426
86118001,50215002,350.6481336320818
86118001,50218001,326.3037305863066
86118001,50277001,326.9702330984632
86118001,50410003,299.75029736377826
86118001,50484002,279.67249957822935
86118001,50509002,362.64987258451725
86118001,50514001,288.2278349611411
86118001,50562001,382.8999259224398
86118001,53083001,223.95027273593138
86118001,53096004,249.7080099074584
86118001,53110002,194.93445985104023
86118001,53116003,239.68818249554724
86118001,53130008,216.56052729096825
86118001,53147001,237.6811090229797
86118001,53159002,224.2038139008213
86118001,53185001,236.39052895401792
86118001,56004001,280.0668088405034
86118001,56007001,327.01254840247424
86118001,56009001,331.91365426688753
86118001,56017003,321.18890737257857
86118001,56031001,335.8057108968859
86118001,56069001,363.92209647724127
86118001,56127001,303.3661259543603
86118001,56137001,313.06697581170306
86118001,56151001,342.62925057664336
86118001,56159001,292.48693767177144
86118001,56165003,303.34970559691465
86118001,56166005,364.00221803074294
86118001,56185001,363.60785790389326
86118001,56240003,308.90516720473624
86118001,56243001,306.92389666529635
86118001,60322001,321.39051729629557
86118001,60566001,354.73079551774447
86118001,60623001,347.01118274782783
86118001,61001001,228.49393663091394
86118001,61006005,259.5368511503623
86118001,61169003,278.8179038208848
86118001,61179001,266.4843964963931
86118001,61214002,254.6580240905189
86118001,61275001,253.55002502902238
86118001,61369001,269.4747267716614
86118001,61377001,280.85851368764327
86118001,61387001,258.4933056669223
86118001,61404001,233.5772817119127
86118001,61426001,213.3508232086652
86118001,61464001,242.84376323307984
86118001,61485002,276.33333902567307
86118001,61491002,235.4910298898304
86118001,62054001,490.19778296653476
86118001,62076002,479.81043369161574
86118001,62160001,475.15769621212894
86118001,62281003,472.31457521344953
86118001,62548002,503.29307733233145
86118001,62826001,451.1178850815508
86118001,72086001,209.71518477915535
86118001,72172003,180.1758337989069
86118001,72175002,153.21760833538366
86118001,72181001,173.84041940488603
86118001,72255001,206.02520395240825
86118001,72264001,180.05737734332453
86118001,72284001,213.53744530053052
86118001,72339001,180.79559419498287
86118001,72361001,159.75679367862327
86118001,76116001,323.30002819962795
86118001,76130001,363.8937785855448
86118001,76171001,341.87151755971615
86118001,76208001,341.21869406341636
86118001,76217001,384.05905340335136
86118001,76228001,352.8668554001017
86118001,76255002,399.29010620101
86118001,76302002,354.9260669060244
86118001,76473001,335.6810105009853
86118001,76481001,346.06797874098146
86118001,76552001,343.75905360554765
86118001,76582001,374.0005681231072
86118001,76746001,372.2651839901592
86118001,78152001,272.95656424224876
86118001,78354001,281.15987274665775
86118001,78380001,277.8732958349107
86118001,78505001,270.67308842270893
86118001,78562001,254.31661243382104
86118001,79049004,121.39454285813584
86118001,79079013,142.02557504888483
86118001,79134001,103.45845218730749
86118001,79148001,80.2047192389588
86118001,79176001,80.29459642412942
86118001,79191005,107.65470089176057
86118001,79202003,96.86806772917697
86118001,79215001,107.90897108163081
86118001,79270003,91.75202090301178
86118001,79309001,119.94815495089098
86118001,79311002,109.98258705241028
86118001,79320002,110.6260594898065
86118001,79326004,81.54139403325011
86118001,79329001,107.58320538405462
86118001,80001001,411.46849241920955
86118001,80182003,414.21951329726716
86118001,80248001,430.5693874407622
86118001,80606002,391.10448875238023
86118001,85060002,207.48558869427325
86118001,85092004,135.15818138891268
86118001,85097001,161.01558670762617
86118001,85104001,178.32707106402475
86118001,85113001,254.3521453148142
86118001,85152001,200.7415465185194
86118001,85153002,158.88648484877257
86118001,85163001,253.79614040068918
86118001,85169002,200.49082679717776
86118001,85172001,231.01865987708013
86118001,85182004,142.28996909222184
86118001,85191003,182.55884310106308
86118001,85215002,170.497794336342
86118001,85216001,161.28930929442345
86118001,86009001,32.87497955061725
86118001,86021002,71.83325708194573
86118001,86027001,52.92188384094716
86118001,86039001,64.92164909522563
86118001,86066001,48.701133616827384
86118001,86097001,47.35819388953664
86118001,86137003,91.6905820351543
86118001,86165005,13.183065871714211
86118001,86273001,4.5959974857474455
86118001,91200002,239.96875665362066
86118001,95690001,299.14896814832895
86149001,86118001,88.01117744925445
86149001,56081003,304.06844027028313
86149001,53215001,111.69650962128189
86149001,22135001,312.60031710354235
86149001,56178003,257.01103582149636
86149001,86092002,45.16855814134252
86149001,86096001,21.4627698705515
86149001,79253002,53.608442865914796
86149001,41173002,156.77786895283523
86149001,56251001,215.01172108441492
86149001,85119001,87.83456584875296
86149001,29278001,314.24569455978343
86149001,35238800,183.81637813486887
86149001,44051002,155.1966014843459
86149001,36088005,149.3944762226475
86149001,29236001,300.5652595673142
86149001,37249001,74.89822047514902
86149001,78465001,249.10723533925028
86149001,36088004,148.25145154445462
86149001,37122003,67.23695819071536
86149001,36085001,132.43064251475596
86149001,36146001,134.9493832289482
86149001,36006004,118.80339993445028
86149001,36037001,132.48308000868482
86149001,50615001,310.5345777475575
86149001,78140001,267.89246919695194
86149001,86272002,33.94412750459793
86149001,14577003,266.23304280264887
86149001,14126001,247.61868738353232
86149001,28134004,225.2786714259383
86149001,28002001,196.78446765517302
86149001,28280003,166.80707196433315
86149001,14047002,267.7123934921229
86149001,14066001,270.7422168822185
86149001,14137001,254.0314901307111
86149001,14216001,223.87390505699193
86149001,14229001,257.34157116097737
86149001,14239001,284.110368278948
86149001,14296001,223.23748377368173
86149001,14357002,229.5908288893542
86149001,14366002,250.28870724707528
86149001,14372001,249.83945951742092
86149001,14501002,221.40307426473115
86149001,14515001,276.6928705179353
86149001,14578001,272.15851359820545
86149001,14624001,230.29184192906206
86149001,14659001,238.94662126316038
86149001,14762004,225.7043271719973
86149001,17218001,103.57691605337202
86149001,22005003,313.08739939280025
86149001,22016001,312.0709129684357
86149001,22092001,289.34978648579107
86149001,22108001,302.08166802665994
86149001,22113006,331.1647740909154
86149001,22147006,231.54917312313387
86149001,22168001,336.18236361346146
86149001,22219003,256.2747010425302
86149001,22247002,317.62096188413386
86149001,22261002,255.18833505776476
86149001,22266001,288.38480812938093
86149001,22282001,256.2645390631797
86149001,22372001,280.35154655053304
86149001,23025001,159.107622054453
86149001,23089001,162.21936246849174
86149001,27056003,245.92736966559667
86149001,27100001,272.98903458750345
86149001,27112001,223.3060756630752
86149001,27347001,250.63787732953355
86149001,27422001,272.8096518754854
86149001,28041001,180.12003307692459
86149001,28064002,236.27251225447534
86149001,28070001,204.0564305727195
86149001,28078001,148.36345996832375
86149001,28190001,179.45188232070714
86149001,28190002,179.6634552535115
86149001,28196003,177.52923212991763
86149001,28198001,162.66242162612198
86149001,28206001,216.6043653772103
86149001,28214003,188.87749679379777
86149001,28215001,206.50653722703953
86149001,28239002,217.58213809318858
86149001,28252002,165.16436641638296
86149001,28305001,177.34458434953757
86149001,28322001,211.32065186956504
86149001,28380003,201.24842570880506
86149001,28406001,188.71553604517393
86149001,28406002,189.96855969361474
86149001,28407001,163.13342870551458
86149001,29021001,379.447946426415
86149001,29022001,379.87361435485064
86149001,29041002,316.06421345089194
86149001,29058003,318.59961405658146
86149001,29075001,371.21768669961114
86149001,29082001,363.3691970458245
86149001,29113001,338.7104347141993
86149001,29120001,367.19890262552343
86149001,29151004,342.482320566082
86149001,29155005,417.64067981697
86149001,29155008,417.07123041561846
86149001,29158001,345.40284953796066
86149001,29163003,339.20708372535853
86149001,29168001,378.4561227369032
86149001,29178001,394.60312355580686
86149001,29190001,392.14538901150934
86149001,29214001,349.23754227831245
86149001,29216001,335.8058981221132
86149001,29249002,313.15233596677206
86149001,29263002,341.1254351114806
86149001,29264001,359.54758963944187
86149001,29276001,362.4126097204992
86149001,29277001,344.35813704148364
86149001,29293001,310.52121980588896
86149001,35005001,149.93962401740473
86149001,35026001,208.87916286979495
86149001,35057003,185.29001980174706
86149001,35110003,198.29068989835778
86149001,35162003,193.90735271203906
86149001,35202001,165.428941502988
86149001,35228001,242.9250581474453
86149001,35238003,183.64725030605183
86149001,35281001,183.9556369049727
86149001,35294001,175.51337750760732
86149001,36018001,85.620306162
86149001,36018004,87.18091805403931
86149001,36034002,132.13515558109412
86149001,36035002,109.96359808435474
86149001,36063001,130.42949470108704
86149001,36089003,137.8591762108303
86149001,36093002,124.36020595541461
86149001,36103001,109.9345480512634
86149001,36107001,116.87499146461724
86149001,36127002,152.2512167147105
86149001,36128001,131.22392570042953
86149001,36136001,86.76732283584144
86149001,36147001,132.7813915508831
86149001,36173002,96.16710192648033
86149001,36219001,122.29175011766975
86149001,37003004,89.36887679373955
86149001,37023002,94.42082265751901
86149001,37055002,64.93647568843839
86149001,37067003,47.79244135817216
86149001,37072002,33.630509356409206
86149001,37107001,64.95199053119046
86149001,37109001,71.42240187152282
86149001,37113001,58.52888930156301
86149001,37119001,37.39018365058418
86149001,37122001,66.10159635888297
86149001,37129002,28.6848711201497
86149001,37170001,88.04768369682134
86149001,37179001,79.00923130499005
86149001,37192001,74.18784500331752
86149001,37213003,84.34418648521631
86149001,37213004,84.63727308927086
86149001,37216002,51.394597707053094
86149001,37240001,101.31836431661795
86149001,37241001,62.35446655613965
86149001,37242002,35.70842303132282
86149001,37253001,82.82949091828806
86149001,41018001,122.87330941632464
86149001,41050002,124.97232828510063
86149001,41053001,134.62819360059407
86149001,41097001,133.5058524338462
86149001,41152001,145.91792635597233
86149001,41173003,157.19262465124228
86149001,41281001,123.19177949327846
86149001,44020001,126.45269844941745
86149001,44067001,164.96814923358048
86149001,44069002,190.33371975557077
86149001,44103001,170.6791039118618
86149001,44109012,121.5111043223133
86149001,44110002,129.25805768381937
86149001,44117002,106.16405234927075
86149001,44120002,144.0864430303477
86149001,44181001,137.41836055860392
86149001,44184001,179.39413469550124
86149001,45055001,177.76950456994925
86149001,49007011,74.16912876607697
86149001,49008001,103.80432832033928
86149001,49020001,78.92799137979122
86149001,49022001,64.09956946055298
86149001,49027001,77.47900867478887
86149001,49099003,70.94894821913691
86149001,49138001,65.65315960158738
86149001,49173001,66.80353480649886
86149001,49188001,76.18750445262106
86149001,49191001,51.021967211237694
86149001,49248003,129.2875999124927
86149001,49276001,92.2830706030749
86149001,49328001,37.97753782569274
86149001,49331003,108.41155532102326
86149001,49373001,48.5508773439192
86149001,50020001,344.20806941658
86149001,50082001,308.87524570798405
86149001,50111001,255.24408785423122
86149001,50129001,328.58340295341395
86149001,50139001,250.05072241521225
86149001,50144001,224.03126947468863
86149001,50174001,237.70056166239644
86149001,50196001,323.34501611517555
86149001,50209001,323.3985625874286
86149001,50215002,272.0592255226883
86149001,50218001,245.59882494341963
86149001,50277001,246.79803117169305
86149001,50410003,217.89191864659577
86149001,50484002,201.3386704319499
86149001,50509002,290.2052308840005
86149001,50514001,214.7126931099313
86149001,50562001,310.4676545613311
86149001,53083001,156.91035410448362
86149001,53096004,170.20332022311527
86149001,53110002,116.34759990559415
86149001,53116003,169.1207139262402
86149001,53130008,136.71716480311613
86149001,53147001,162.74037543658136
86149001,53159002,149.79670462158484
86149001,53185001,171.30519093060687
86149001,56004001,193.47297486776841
86149001,56007001,240.4414185622866
86149001,56009001,248.87274556634517
86149001,56017003,233.38855826686833
86149001,56031001,248.4533135643918
86149001,56069001,278.16972354423297
86149001,56127001,215.4648418354366
86149001,56137001,225.81847890147472
86149001,56151001,254.64556705152336
86149001,56159001,204.69268052994616
86149001,56165003,215.31245068851374
86149001,56166005,276.68745476599275
86149001,56185001,277.09511961733085
86149001,56240003,223.06297921808792
86149001,56243001,220.28504391487505
86149001,60322001,299.03514820422566
86149001,60566001,327.8892302826941
86149001,60623001,321.86908291197244
86149001,61001001,170.04897963494795
86149001,61006005,200.16226482101635
86149001,61169003,208.81902391095
86149001,61179001,201.760076426148
86149001,61214002,210.05091265921735
86149001,61275001,200.42753613993614
86149001,61369001,198.06813765412238
86149001,61377001,208.5798883885843
86149001,61387001,184.5870147186537
86149001,61404001,186.0098016760207
86149001,61426001,166.63115823875174
86149001,61464001,186.47990193740964
86149001,61485002,222.43592094626467
86149001,61491002,191.48489627504503
86149001,62054001,453.838500919818
86149001,62076002,447.7939351589736
86149001,62160001,439.480974614366
86149001,62281003,437.17075404800636
86149001,62548002,470.925186498041
86149001,62826001,416.583407198908
86149001,72086001,157.31383952480934
86149001,72172003,135.63927635426725
86149001,72175002,88.59311205881285
86149001,72181001,115.0646495558895
86149001,72255001,137.11062137919814
86149001,72264001,105.50854474845413
86149001,72284001,153.89935561602263
86149001,72339001,116.47417635182158
86149001,72361001,114.83661147167932
86149001,76116001,287.18008957951173
86149001,76130001,331.4504410723383
86149001,76171001,309.5588463180775
86149001,76208001,314.01215216255923
86149001,76217001,344.1470317423298
86149001,76228001,309.308283504832
86149001,76255002,363.91476755336697
86149001,76302002,304.14557057906495
86149001,76473001,291.6841485042758
86149001,76481001,290.7793266101494
86149001,76552001,288.0898388174891
86149001,76582001,335.6162957188781
86149001,76746001,324.56380830473705
86149001,78152001,258.6315252319664
86149001,78354001,258.51236794932663
86149001,78380001,259.67838258575784
86149001,78505001,249.19402644784017
86149001,78562001,236.80194889313103
86149001,79049004,41.98024205851052
86149001,79079013,59.44865411223241
86149001,79134001,22.249924047695902
86149001,79148001,73.18338789540384
86149001,79176001,47.498183623877395
86149001,79191005,74.25650235674374
86149001,79202003,37.97648466667186
86149001,79215001,43.26192193426711
86149001,79270003,58.38783258949036
86149001,79309001,56.304324472101726
86149001,79311002,50.34437851732848
86149001,79320002,62.82330032741746
86149001,79326004,21.611178860461987
86149001,79329001,19.726797669494328
86149001,80001001,381.7277539589133
86149001,80182003,379.7200089937372
86149001,80248001,401.0685225668754
86149001,80606002,361.5298567677629
86149001,85060002,142.14563464483305
86149001,85092004,80.52368609353799
86149001,85097001,79.6323853204697
86149001,85104001,121.41975581683818
86149001,85113001,180.85438891829097
86149001,85152001,130.42876549392693
86149001,85153002,83.60494605319624
86149001,85163001,173.36861608629732
86149001,85169002,123.92653558605477
86149001,85172001,154.1788876444715
86149001,85182004,67.20265041330997
86149001,85191003,109.55959876964913
86149001,85215002,92.15822184751812
86149001,85216001,102.2067826723785
86149001,86009001,56.0389376156123
86149001,86021002,38.854398856512546
86149001,86027001,42.10532911900735
86149001,86039001,72.34522883518748
86149001,86066001,43.47856012506733
86149001,86097001,72.46524469552047
86149001,86137003,14.234717437573533
86149001,86165005,83.80572337748143
86149001,86273001,92.44214905883138
86149001,91200002,231.57554633686823
86149001,95690001,278.06995085810894
56081003,86118001,391.5285557918105
56081003,86149001,304.06844027028313
56081003,53215001,221.61114226072672
56081003,22135001,59.29964425327306
56081003,56178003,52.75513766091293
56081003,86092002,345.11168902952505
56081003,86096001,325.44446299205623
56081003,79253002,315.1936782955608
56081003,41173002,385.7620547344566
56081003,56251001,89.96563099831263
56081003,85119001,224.67473756745525
56081003,29278001,14.312465118660269
56081003,35238800,150.22008898614575
56081003,44051002,152.22161921777862
56081003,36088005,441.77280687001905
56081003,29236001,19.351258806370417
56081003,37249001,314.08043606963423
56081003,78465001,404.74719764954875
56081003,36088004,440.86489999392256
56081003,37122003,333.1011253411592
56081003,36085001,420.51240040366304
56081003,36146001,438.8006425495443
56081003,36006004,422.1901358929656
56081003,36037001,425.56788135680597
56081003,50615001,226.88164371912825
56081003,78140001,423.5952829124363
56081003,86272002,337.4478296971718
56081003,14577003,265.19977126675127
56081003,14126001,298.0734124514325
56081003,28134004,379.99401395992936
56081003,28002001,408.8755951495454
56081003,28280003,334.6784755366789
56081003,14047002,255.66465228984163
56081003,14066001,276.55012259940094
56081003,14137001,266.81755701864245
56081003,14216001,276.4108298398627
56081003,14229001,296.00186575746073
56081003,14239001,247.77648639449015
56081003,14296001,210.43238604233736
56081003,14357002,239.25244870912962
56081003,14366002,311.3616303176883
56081003,14372001,242.86867791064165
56081003,14501002,258.6806040971086
56081003,14515001,256.2958151999134
56081003,14578001,316.39449556887195
56081003,14624001,288.31416023662376
56081003,14659001,275.8918171023201
56081003,14762004,222.14222261087096
56081003,17218001,277.7518320473125
56081003,22005003,59.095769496776974
56081003,22016001,101.66230089931638
56081003,22092001,54.63365795538819
56081003,22108001,84.63824638556515
56081003,22113006,79.60958316796292
56081003,22147006,93.19717462993133
56081003,22168001,87.33829341171955
56081003,22219003,71.74878042285329
56081003,22247002,82.61768457552128
56081003,22261002,105.48223072080728
56081003,22266001,33.46313362156827
56081003,22282001,123.5545410672241
56081003,22372001,80.46749863111906
56081003,23025001,463.23241328610055
56081003,23089001,466.16127295425724
56081003,27056003,331.35686267368504
56081003,27100001,331.0478383219416
56081003,27112001,347.94547890504145
56081003,27347001,375.2416684570674
56081003,27422001,385.5567892541853
56081003,28041001,366.5217730882289
56081003,28064002,389.09343843119643
56081003,28070001,384.6194623458467
56081003,28078001,339.09096021644814
56081003,28190001,395.55713902426515
56081003,28190002,395.6263338839997
56081003,28196003,365.0981381677049
56081003,28198001,374.10528344587317
56081003,28206001,364.16081246074646
56081003,28214003,349.0220001192876
56081003,28215001,406.9862698589376
56081003,28239002,377.646063140669
56081003,28252002,345.52179107646265
56081003,28305001,380.7719046556214
56081003,28322001,348.79924566124726
56081003,28380003,388.1227040970481
56081003,28406001,396.49800946140624
56081003,28406002,396.14508567802477
56081003,28407001,339.6237939758833
56081003,29021001,85.4122876057814
56081003,29022001,75.85666521376666
56081003,29041002,12.384883118149876
56081003,29058003,31.983122148148734
56081003,29075001,69.56361701082429
56081003,29082001,81.59655777183049
56081003,29113001,68.17116955588699
56081003,29120001,63.10575917648986
56081003,29151004,62.28544670425596
56081003,29155005,113.55019597912082
56081003,29155008,112.95186432900236
56081003,29158001,60.218097432235446
56081003,29163003,52.00973412083746
56081003,29168001,79.66076972982302
56081003,29178001,92.59204419153936
56081003,29190001,88.07070186227674
56081003,29214001,55.44958283812392
56081003,29216001,38.21935854374066
56081003,29249002,11.800273762689539
56081003,29263002,37.41235166581315
56081003,29264001,63.99658403460303
56081003,29276001,74.46126154183135
56081003,29277001,46.3768890939627
56081003,29293001,27.95730945668173
56081003,35005001,176.29642394671478
56081003,35026001,114.248894774236
56081003,35057003,128.65844044604512
56081003,35110003,155.92460444176385
56081003,35162003,193.1558086084636
56081003,35202001,144.30957385940485
56081003,35228001,131.30285101777682
56081003,35238003,149.97789180890484
56081003,35281001,143.07891736781121
56081003,35294001,129.67469916137523
56081003,36018001,389.4904461062675
56081003,36018004,391.0997893095463
56081003,36034002,411.8029161933173
56081003,36035002,414.0689794360397
56081003,36063001,426.49904925904565
56081003,36089003,438.92971394713453
56081003,36093002,417.9861923979931
56081003,36103001,395.8529814776698
56081003,36107001,397.0577170623407
56081003,36127002,453.5625632874209
56081003,36128001,427.44135478683876
56081003,36136001,383.5420695283346
56081003,36147001,417.86772491412216
56081003,36173002,398.6998223193741
56081003,36219001,424.2078387078997
56081003,37003004,354.2715075882817
56081003,37023002,377.6911169241208
56081003,37055002,299.24809333729536
56081003,37067003,316.6202368883958
56081003,37072002,307.1905789910286
56081003,37107001,360.30374143367567
56081003,37109001,326.1877065887137
56081003,37113001,357.41427110212516
56081003,37119001,323.42354125167265
56081003,37122001,333.1666411342543
56081003,37129002,312.7349573276969
56081003,37170001,321.32574132010063
56081003,37179001,334.6861585206164
56081003,37192001,353.6994217010326
56081003,37213003,311.45416540706094
56081003,37213004,311.635012516374
56081003,37216002,334.6553490788354
56081003,37240001,346.3964368159738
56081003,37241001,305.03690053213387
56081003,37242002,299.5450681658538
56081003,37253001,359.075115956523
56081003,41018001,376.7298644613222
56081003,41050002,385.389457772655
56081003,41053001,340.13149590952526
56081003,41097001,408.27306128118937
56081003,41152001,406.4717096435666
56081003,41173003,385.8768503729381
56081003,41281001,365.5935139419994
56081003,44020001,183.3835245066921
56081003,44067001,139.794117792333
56081003,44069002,124.78120853638133
56081003,44103001,139.1817919421192
56081003,44109012,184.85441988207728
56081003,44110002,174.79372286512915
56081003,44117002,201.23228528502133
56081003,44120002,165.8976840348433
56081003,44181001,182.54960254012502
56081003,44184001,136.42043688615226
56081003,45055001,404.29387882303297
56081003,49007011,240.95732689248206
56081003,49008001,207.99084168441425
56081003,49020001,236.23369006735336
56081003,49022001,243.50979644042388
56081003,49027001,227.09047995072615
56081003,49099003,234.69807561544593
56081003,49138001,268.07885938070797
56081003,49173001,280.36860199130433
56081003,49188001,255.36425856297362
56081003,49191001,257.1506925601407
56081003,49248003,187.40041772570018
56081003,49276001,212.58271357161206
56081003,49328001,282.74441066415864
56081003,49331003,211.85255421144515
56081003,49373001,255.84997991214448
56081003,50020001,224.6174041037504
56081003,50082001,215.2093493902692
56081003,50111001,205.45822545571684
56081003,50129001,232.35159790120596
56081003,50139001,222.55135631983046
56081003,50144001,205.47120168448302
56081003,50174001,188.7479293745906
56081003,50196001,253.28777251062627
56081003,50209001,239.852781198443
56081003,50215002,191.34379281060455
56081003,50218001,174.20118041246906
56081003,50277001,178.3425065650031
56081003,50410003,170.043818841103
56081003,50484002,197.88725548028987
56081003,50509002,236.68823955247646
56081003,50514001,222.27627629339614
56081003,50562001,243.14489619906203
56081003,53083001,256.50226765809515
56081003,53096004,201.7522113382541
56081003,53110002,232.67723075261628
56081003,53116003,241.58564205708592
56081003,53130008,216.46786697165652
56081003,53147001,225.66994889708198
56081003,53159002,232.19223102624727
56081003,53185001,261.15945170143755
56081003,56004001,112.50173779899829
56081003,56007001,67.29401904914741
56081003,56009001,90.29717071561333
56081003,56017003,71.69326366537211
56081003,56031001,55.71932892342977
56081003,56069001,45.77561697499915
56081003,56127001,102.07922173010232
56081003,56137001,78.5122064666909
56081003,56151001,55.20105662176277
56081003,56159001,99.95088767899243
56081003,56165003,94.56540180780445
